Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00      30/150         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [49]
                0.00    0.00      60/150         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
                0.00    0.00      60/150         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [51]
[16]     0.0    0.00    0.00     150         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
-----------------------------------------------
                0.00    0.00      30/150         std::vector<double, std::allocator<double> >::~vector() [70]
                0.00    0.00     120/150         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
[17]     0.0    0.00    0.00     150         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [17]
-----------------------------------------------
                0.00    0.00     120/120         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [19]
[18]     0.0    0.00    0.00     120         std::move_iterator<double*>::base() const [18]
-----------------------------------------------
                0.00    0.00     120/120         std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>) [21]
[19]     0.0    0.00    0.00     120         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [19]
                0.00    0.00     120/120         std::move_iterator<double*>::base() const [18]
-----------------------------------------------
                0.00    0.00     120/120         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*) [22]
[20]     0.0    0.00    0.00     120         std::move_iterator<double*>::move_iterator(double*) [20]
-----------------------------------------------
                0.00    0.00     120/120         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [41]
[21]     0.0    0.00    0.00     120         std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>) [21]
                0.00    0.00     120/120         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [19]
-----------------------------------------------
                0.00    0.00     120/120         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [40]
[22]     0.0    0.00    0.00     120         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*) [22]
                0.00    0.00     120/120         std::move_iterator<double*>::move_iterator(double*) [20]
-----------------------------------------------
                0.00    0.00      30/90          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [46]
                0.00    0.00      60/90          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [33]
[23]     0.0    0.00    0.00      90         __gnu_cxx::new_allocator<double>::max_size() const [23]
-----------------------------------------------
                0.00    0.00      30/90          std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [56]
                0.00    0.00      60/90          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [50]
[24]     0.0    0.00    0.00      90         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      30/90          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
                0.00    0.00      60/90          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
[25]     0.0    0.00    0.00      90         std::vector<double, std::allocator<double> >::begin() [25]
                0.00    0.00      90/180         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [15]
-----------------------------------------------
                0.00    0.00      10/60          std::vector<double, std::allocator<double> >::end() const [82]
                0.00    0.00      20/60          std::vector<double, std::allocator<double> >::begin() const [80]
                0.00    0.00      30/60          std::vector<double, std::allocator<double> >::cbegin() const [53]
[26]     0.0    0.00    0.00      60         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [26]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
[27]     0.0    0.00    0.00      60         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [27]
                0.00    0.00      60/180         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [15]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::max_size() const [29]
[28]     0.0    0.00    0.00      60         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [52]
[29]     0.0    0.00    0.00      60         std::vector<double, std::allocator<double> >::max_size() const [29]
                0.00    0.00      60/60          std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [33]
                0.00    0.00      60/60          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [28]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [36]
[30]     0.0    0.00    0.00      60         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [30]
-----------------------------------------------
                0.00    0.00      60/60          void std::_Destroy<double*>(double*, double*) [42]
[31]     0.0    0.00    0.00      60         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [31]
-----------------------------------------------
                0.00    0.00      30/60          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
                0.00    0.00      30/60          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [61]
[32]     0.0    0.00    0.00      60         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::max_size() const [29]
[33]     0.0    0.00    0.00      60         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [33]
                0.00    0.00      60/90          __gnu_cxx::new_allocator<double>::max_size() const [23]
-----------------------------------------------
                0.00    0.00      60/60          double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [38]
[34]     0.0    0.00    0.00      60         double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [34]
                0.00    0.00      60/60          double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [41]
-----------------------------------------------
                0.00    0.00      30/60          void std::_Destroy_aux<false>::__destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [91]
                0.00    0.00      30/60          std::vector<double, std::allocator<double> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<double, std::allocator<double> >*, unsigned long>(std::vector<double, std::allocator<double> >*, unsigned long) [117]
[35]     0.0    0.00    0.00      60         std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&) [35]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [37]
[36]     0.0    0.00    0.00      60         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [36]
                0.00    0.00      60/60          double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [30]
-----------------------------------------------
                0.00    0.00      60/60          double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [41]
[37]     0.0    0.00    0.00      60         double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [37]
                0.00    0.00     180/210         std::_Niter_base<double*>::iterator_type std::__niter_base<double*>(double*) [13]
                0.00    0.00      60/60          double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [36]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [39]
[38]     0.0    0.00    0.00      60         double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [38]
                0.00    0.00      60/60          double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [34]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [40]
[39]     0.0    0.00    0.00      60         double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [39]
                0.00    0.00      60/60          double* std::uninitialized_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [38]
-----------------------------------------------
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
[40]     0.0    0.00    0.00      60         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [40]
                0.00    0.00     120/120         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*) [22]
                0.00    0.00      60/60          double* std::__uninitialized_copy_a<std::move_iterator<double*>, double*, double>(std::move_iterator<double*>, std::move_iterator<double*>, double*, std::allocator<double>&) [39]
-----------------------------------------------
                0.00    0.00      60/60          double* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [34]
[41]     0.0    0.00    0.00      60         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [41]
                0.00    0.00     120/120         std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>) [21]
                0.00    0.00      60/60          double* std::__copy_move_a2<true, double*, double*>(double*, double*, double*) [37]
-----------------------------------------------
                0.00    0.00      60/60          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
[42]     0.0    0.00    0.00      60         void std::_Destroy<double*>(double*, double*) [42]
                0.00    0.00      60/60          void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [31]
-----------------------------------------------
                0.00    0.00      30/60          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
                0.00    0.00      30/60          std::vector<double, std::allocator<double> >::~vector() [70]
[43]     0.0    0.00    0.00      60         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
                0.00    0.00      60/60          void std::_Destroy<double*>(double*, double*) [42]
-----------------------------------------------
                0.00    0.00       3/33          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_check_len(unsigned long, char const*) const [105]
                0.00    0.00      30/33          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [52]
[44]     0.0    0.00    0.00      33         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [44]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
[45]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [45]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
[46]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [46]
                0.00    0.00      30/90          __gnu_cxx::new_allocator<double>::max_size() const [23]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<double>::allocator() [54]
[47]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::new_allocator() [47]
-----------------------------------------------
                0.00    0.00      30/30          std::allocator<double>::~allocator() [55]
[48]     0.0    0.00    0.00      30         __gnu_cxx::new_allocator<double>::~new_allocator() [48]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [68]
[49]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [49]
                0.00    0.00      30/150         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
[50]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [50]
                0.00    0.00      60/90          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
[51]     0.0    0.00    0.00      30         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [51]
                0.00    0.00      60/150         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
[52]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [52]
                0.00    0.00     120/200         std::vector<double, std::allocator<double> >::size() const [14]
                0.00    0.00      60/60          std::vector<double, std::allocator<double> >::max_size() const [29]
                0.00    0.00      30/33          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [44]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
[53]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::cbegin() const [53]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [26]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [58]
[54]     0.0    0.00    0.00      30         std::allocator<double>::allocator() [54]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::new_allocator() [47]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [59]
[55]     0.0    0.00    0.00      30         std::allocator<double>::~allocator() [55]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::~new_allocator() [48]
-----------------------------------------------
                0.00    0.00      30/30          std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [73]
[56]     0.0    0.00    0.00      30         std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [56]
                0.00    0.00      30/90          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [24]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
[57]     0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [57]
                0.00    0.00      30/30          std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_base() [60]
[58]     0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [58]
                0.00    0.00      30/30          std::allocator<double>::allocator() [54]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [61]
[59]     0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [59]
                0.00    0.00      30/30          std::allocator<double>::~allocator() [55]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::vector() [69]
[60]     0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [60]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [58]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::~vector() [70]
[61]     0.0    0.00    0.00      30         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [61]
                0.00    0.00      30/60          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [59]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
[62]     0.0    0.00    0.00      30         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [62]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [45]
-----------------------------------------------
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [57]
[63]     0.0    0.00    0.00      30         std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long) [63]
                0.00    0.00      30/30          __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*) [46]
-----------------------------------------------
                0.00    0.00      30/30          double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [74]
[64]     0.0    0.00    0.00      30         double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [64]
                0.00    0.00      30/30          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
[65]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
                0.00    0.00     120/150         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [17]
                0.00    0.00      60/150         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [16]
                0.00    0.00      60/60          double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [40]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [52]
                0.00    0.00      30/90          std::vector<double, std::allocator<double> >::begin() [25]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [51]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [57]
                0.00    0.00      30/30          double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [75]
                0.00    0.00      30/60          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
                0.00    0.00      30/60          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [32]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [68]
[66]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::end() [66]
                0.00    0.00      30/180         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [15]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [68]
[67]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
                0.00    0.00      60/90          std::vector<double, std::allocator<double> >::begin() [25]
                0.00    0.00      60/60          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [27]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::cbegin() const [53]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [50]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
-----------------------------------------------
                0.00    0.00      30/30          id(unsigned int) [98]
[68]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::resize(unsigned long, double const&) [68]
                0.00    0.00      60/200         std::vector<double, std::allocator<double> >::size() const [14]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::end() [66]
                0.00    0.00      30/30          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator<double*>(__gnu_cxx::__normal_iterator<double*, __gnu_cxx::__enable_if<std::__are_same<double*, double*>::__value, std::vector<double, std::allocator<double> > >::__type> const&) [49]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::insert(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [67]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*) [71]
[69]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::vector() [69]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::_Vector_base() [60]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [77]
[70]     0.0    0.00    0.00      30         std::vector<double, std::allocator<double> >::~vector() [70]
                0.00    0.00      30/150         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [17]
                0.00    0.00      30/30          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [61]
                0.00    0.00      30/60          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [43]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<double, std::allocator<double> >*, unsigned long>(std::vector<double, std::allocator<double> >*, unsigned long) [117]
[71]     0.0    0.00    0.00      30         void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*) [71]
                0.00    0.00      30/30          operator new(unsigned long, void*) [78]
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::vector() [69]
-----------------------------------------------
                0.00    0.00      30/30          double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [76]
[72]     0.0    0.00    0.00      30         __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, double*>::__type std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&) [72]
-----------------------------------------------
                0.00    0.00      30/30          bool std::equal<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [85]
[73]     0.0    0.00    0.00      30         std::_Niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [73]
                0.00    0.00      30/30          std::_Iter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, true>::_S_base(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [56]
-----------------------------------------------
                0.00    0.00      30/30          double* std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&) [75]
[74]     0.0    0.00    0.00      30         double* std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [74]
                0.00    0.00      30/30          double* std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [64]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<double, std::allocator<double> >::_M_fill_insert(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, unsigned long, double const&) [65]
