0.41;3.01;0.00
0.46;3.51;0.00
0.50;3.85;0.00
0.50;3.85;0.00
0.54;4.13;0.00
0.59;4.51;0.00
0.58;4.48;0.00
0.61;4.70;0.00
0.64;4.92;0.00
0.69;5.15;0.01
