18.13;137.40;0.28
17.98;138.89;0.15
19.71;153.37;0.15
20.43;157.19;0.19
20.78;161.75;0.16
20.87;161.55;0.19
24.65;191.60;0.17
23.30;176.43;0.35
25.13;194.57;0.28
25.64;197.07;0.27
